ico_name,member_order,member_name,position,description,linktype,link,member_type
Dropil,3,Patrick O'Hara,Head of Marketing,Participates in several projects,linkedin,https://www.linkedin.com/in/patrick-ohara-032405120/,normal
JET8,1,Bruce Aitken,Chief Executive Officer,Takes part in this project only,linkedin,https://www.linkedin.com/in/bruce-aitken-a615542/,normal
VOXXO,1,Armagan Ozsoy,Developer / Multimedia Designer,Takes part in this project only,linkedin,https://www.linkedin.com/in/armagan-ozsoy-3512748a/,normal
VOXXO,2,Cem Inci,Event / Bussiness Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/cem-inci-0ba872131/,normal
CargoX,1,Peter Merc,Legal (Lemur Legal),Participates in a number of projects,linkedin,https://www.linkedin.com/in/peter-merc-ph-d-550b212/,normal
CargoX,2,Peter Selekar,Digital Advertising,Takes part in this project only,linkedin,https://www.linkedin.com/in/expert-ppc-consultant/,normal
CargoX,3,Una Softic,Community Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/softic/,normal
CargoX,4,"Jure Tomc, MBA",Business Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/juretomc/,normal
CargoX,5,Jaka Mele,Marketing & PR,Participates in several projects,linkedin,https://www.linkedin.com/in/jakamele/,normal
CargoX,6,Janez Kranjc,Blockchain Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/janez-kranjc-a2313199/,normal
CargoX,7,Primoz Mavsar,Designer,Takes part in this project only,linkedin,https://www.linkedin.com/in/primoz-mavsar-68245824/,normal
CargoX,8,Gašper Šetinc,Product Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/gaspersetinc/,normal
CargoX,9,Primož Kopač,COO,Takes part in this project only,linkedin,https://www.linkedin.com/in/primož-kopač-1057941a/,normal
CargoX,10,Stefan Kukman,Founder & CEO,Takes part in this project only,linkedin,https://www.linkedin.com/in/stefan-kukman-50294a22/,normal
CargoX,11,Julien Coustaury,Participates in several projects,No description,linkedin,https://www.linkedin.com/in/juliencoustaury/,normal
CargoX,12,Gabriela Albreht,Takes part in this project only,No description,linkedin,https://www.linkedin.com/in/gabriela-albreht-86493997/,normal
CargoX,13,Yu Fan,Takes part in this project only,No description,linkedin,https://www.linkedin.com/in/yu-宇-fan-范-856a9511b/,normal
CargoX,14,Peter Kern,Takes part in this project only,No description,linkedin,https://www.linkedin.com/in/peter-kern-70149210/,normal
CargoX,15,Stefan Haizinger,Takes part in this project only,No description,linkedin,https://www.linkedin.com/in/haizinger-stefan-90601940/,normal
CargoX,16,Otmar Zorn,Takes part in this project only,No description,linkedin,https://www.linkedin.com/in/otmar-zorn-04aa5770/,normal
CargoX,17,Damjan Kralj,Takes part in this project only,No description,linkedin,https://www.linkedin.com/in/damjankralj/,normal
CargoX,18,Dawid Maeser,Takes part in this project only,No description,linkedin,https://www.linkedin.com/in/crypt0coins/,normal
CargoX,19,Jure Poljsak,Participates in several projects,No description,linkedin,https://www.linkedin.com/in/jure-poljsak-emba-0a12831/,normal
CargoX,20,Vjeran Ortynski,Takes part in this project only,No description,linkedin,https://www.linkedin.com/in/vjeran-ortynski-75431a137/,advsisor
Bazista,1,Vakhtang Abuladze,CEO,Participates in several projects,linkedin,https://www.linkedin.com/in/vakhtang-abuladze-4b2b6a12a/,normal
Bazista,2,Denis Sholokhov,CMO,Participates in several projects,linkedin,https://www.linkedin.com/in/denis-sholokhov-a914a4b1/,normal
Bazista,3,Maksim Orlov,CTO,No participating data,website,https://github.com/indigoram89,normal
Rentberry,1,Alex Lubinsky,СEO,Takes part in this project only,linkedin,https://www.linkedin.com/in/lubinsky/,normal
Rentberry,2,Lily Ostapchuk,CPO,Takes part in this project only,linkedin,https://www.linkedin.com/in/lostapchuk/,normal
Rentberry,3,Denis Golubovsky,Blockchain Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/bukashk0zzz/,normal
Rentberry,4,Eugene Terentev,Blockchain Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/trntv/,normal
CoinHealth,1,Michael Ryan,CEO and Founder,Takes part in this project only,linkedin,https://www.linkedin.com/in/michael-ryan-552b814/,normal
CoinHealth,2,Shelly Colquitt,Co-founder,Takes part in this project only,linkedin,https://www.linkedin.com/in/shelley-colquitt-79818b125/,normal
CoinHealth,3,Pablo Romera,"Chief Information Officer, Advisor",Takes part in this project only,linkedin,https://www.linkedin.com/in/pabloromera/,normal
Rentberry,5,David Sviatozhevsky,Backend Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/dmitry-sviatozevsky-4a6a46a1/,normal
Rentberry,6,Eugene Kurasov,Backend Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/eugene-kurasov-51b32a57/,normal
Rentberry,7,Alex Svityashchuk,Backend Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/aleksey-svityaschuk-63b744b0/,normal
Rentberry,8,Nadia Sidko,Front-end Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/nadia-sidko-997163a0/,normal
CoinHealth,4,Joseph Lowe,Chief Strategy Officer,Takes part in this project only,linkedin,https://www.linkedin.com/in/joseph-l-449867103/,normal
CoinHealth,5,Jorge Moreno,COO at Familia Care and MiDoctors Clinics,Takes part in this project only,linkedin,https://www.linkedin.com/in/jorge-moreno-13862543,normal
CoinHealth,6,Ryan Hendricks,Blockchain Engineer / Smart Contract Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/ryanmhendricks,normal
CoinHealth,7,Stuart Farmer,Blockchain Engineer / Lamden CEO,Takes part in this project only,linkedin,https://www.linkedin.com/in/stuartfarmer,normal
CoinHealth,8,Nicholas Huber,Marketing and Business Development / Lamden COO,Takes part in this project only,linkedin,https://www.linkedin.com/in/nickdhuber,normal
Rentberry,9,Alexander Vilko,Front-end Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/vilkoalexander/,normal
Rentberry,10,Anton Kazanov,Front-end Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/anton-kazanov-6177b133/,normal
Rentberry,11,Kostyantin Horozhanov,Front-end Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/kgorozhanov/,normal
Rentberry,12,Denys Mykhailyshen,Front-end Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/denys-mykhailyshen-22369b84/,normal
CoinHealth,9,Johnny Nobles,Blockchain Healthcare & Government Advisor,Takes part in this project only,linkedin,https://www.linkedin.com/in/johnny-nobles-22b80588/,advsisor
CoinHealth,10,Edward W. Mandel,"Edward is an Ernst and Young Entrepreneur of the Year Finalist, Blockchain Enthusiast and visionary",Participates in several projects,linkedin,https://www.linkedin.com/in/edward-w-mandel-760185/,advsisor
CoinHealth,11,Arturas Svirskis,Serial entrepreneur with a focus on marketing and business development,Participates in a number of projects,linkedin,https://www.linkedin.com/in/arturassvirskis/,advsisor
Rentberry,13,Max Zabarylo,QA Engineer,Takes part in this project only,linkedin,https://www.linkedin.com/in/maksym-zabarylo-7b89a699/,normal
Rentberry,14,July Yakimova,QA Engineer,Takes part in this project only,linkedin,https://www.linkedin.com/in/yuliya-yakimova-a133b78a/,normal
Rentberry,15,Alex Humeniuk,SEO Engineer,Takes part in this project only,linkedin,https://www.linkedin.com/in/aleksei-humeniuk-420/,normal
Rentberry,16,Alex Kotovskov,Product Designer,Takes part in this project only,linkedin,https://www.linkedin.com/in/kotki/,normal
Rentberry,17,Liza Repko,Visual Designer,Takes part in this project only,linkedin,https://www.linkedin.com/in/liza-repko-140a01118/,normal
Lucyd,1,Michael Kayat,Optics Project Lead,Takes part in this project only,linkedin,https://www.linkedin.com/in/michaelkayat/,normal
Lucyd,2,Harrison Gross,Media Lead,Takes part in this project only,linkedin,https://www.linkedin.com/in/harrison-gross-3a876810a/,normal
Lucyd,3,Jose Enrique Hernandez,Blockchain Lead,Takes part in this project only,linkedin,https://www.linkedin.com/in/joseehernandez/,normal
Lucyd,4,Clifford Gross,CEO & COMMERCIALIZATION LEAD,Takes part in this project only,linkedin,https://www.linkedin.com/in/cliffordgross/,normal
Lucyd,5,Konrad Dabrowski,"COFOUNDER, FINANCE LEAD",Takes part in this project only,linkedin,https://www.linkedin.com/in/konrad-dabrowski-cpa-429a884/,normal
Lucyd,6,Eric Cohen,"COFOUNDER, SOFTWARE LEAD",Takes part in this project only,linkedin,https://www.linkedin.com/in/eric-cohen-321a8b14/,normal
Lucyd,7,Janick Rolland,"Science Advisor, Optics Expert",Takes part in this project only,linkedin,https://www.linkedin.com/in/jannickrolland/,advsisor
Lucyd,8,Hao Li,"Science Advisor, Computer Science & AR",Takes part in this project only,linkedin,https://www.linkedin.com/in/lihao/,advsisor
Lucyd,9,Yiorgos Kostoulas,"SCIENCE ADVISOR, OPTICS EXPERT",Takes part in this project only,linkedin,https://www.linkedin.com/in/yiorgos-kostoulas-04b66,advsisor
Lucyd,10,Mikhail Gutin,"SCIENCE ADVISOR, OPTICS EXPERT",Takes part in this project only,linkedin,https://www.linkedin.com/in/mikhail-gutin-8b396410/,advsisor
Lucyd,11,Leo Baldwin,"SCIENCE ADVISOR, OPTICS EXPERT",Takes part in this project only,linkedin,https://www.linkedin.com/in/leobaldwin/,advsisor
Lucyd,12,Donna Waters,"SCIENCE ADVISOR, OPTICS EXPERT",Takes part in this project only,linkedin,https://www.linkedin.com/in/donnawaters/,advsisor
Lucyd,13,Maribeth Gandy Coleman,"SCIENCE ADVISOR, AR",Takes part in this project only,linkedin,https://www.linkedin.com/in/maribeth-gandy-9b7805/,advsisor
Ignite Ratings,1,Vikram Nagrani,Legal and Compliance,Participates in several projects,linkedin,https://www.linkedin.com/in/vikram-nagrani-8a384813/,normal
Ignite Ratings,2,Ashish Gianani,Capital Markets,Takes part in this project only,linkedin,https://www.linkedin.com/in/ashishgianani/,normal
Ignite Ratings,3,Peerchemist,Technology,Participates in a number of projects,website,https://github.com/peerchemist,normal
Ignite Ratings,4,Petur Eythorsson,Security,Participates in several projects,linkedin,https://www.linkedin.com/in/backup-pete/,normal
Hurify,1,Chandramouli Srinivasan,Co-Founder and CEO,Takes part in this project only,twitter,https://twitter.com/schmouli07,normal
Hurify,2,Kavitha Gopalan,Co-Founder and CIO,Takes part in this project only,twitter,https://twitter.com/kavithamouli,normal
TraDove,1,Gordon Kaufman,Investor & Board Member,Participates in a number of projects,website,http://mitsloan.mit.edu/faculty-and-research/faculty-directory/detail/?id=41300,normal
TraDove,2,Igor Gustincic,"Sales and Business Development, Europe",Takes part in this project only,linkedin,https://www.linkedin.com/in/igor-gustincic-9a5a674/,normal
TraDove,3,Mario Rosati,Board Member,Participates in a number of projects,website,https://www.wsgr.com/WSGR/DBIndex.aspx?SectionName=attorneys/bios/115.htm,normal
TraDove,4,Albert Wang,User Experience and User Interface,Takes part in this project only,linkedin,https://www.linkedin.com/in/albertdesign/,normal
TraDove,5,George Cheng,"Network, Security, Big Data and Cloud",Takes part in this project only,linkedin,https://www.linkedin.com/in/george-guolin-cheng-6019883/,normal
TraDove,6,Jian Zheng,"Blockchain Technology, AI, Product Development",Takes part in this project only,linkedin,https://www.linkedin.com/in/jian-zheng-9612754/,normal
TraDove,7,Jerry Liu,Mobile Development,Takes part in this project only,linkedin,https://www.linkedin.com/in/jerry-liu-a1221a2/,normal
TraDove,8,Rick Roux,"Web Marketing, User Acquisition",Takes part in this project only,linkedin,https://www.linkedin.com/in/riroux/,normal
TraDove,9,Matt Ciantar,"Sales, Marketing and Business Development",Participates in several projects,linkedin,https://www.linkedin.com/in/mattciantar/,normal
Havven,1,Phil Vadala,Network Security Architect,Takes part in this project only,linkedin,https://www.linkedin.com/in/philvadala/,normal
Havven,2,Lucy Lin,Head of Marketing,Takes part in this project only,linkedin,https://www.linkedin.com/in/lucylin1/,normal
Havven,3,Samuel Brooks,Blockchain Lead,Participates in several projects,linkedin,https://www.linkedin.com/in/samuelgbrooks/,normal
Havven,4,Miles Elkington,Product Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/miles-elkington/,normal
Havven,5,Sergey Vassilyev,Full Stack Engineer,Takes part in this project only,linkedin,https://www.linkedin.com/in/sergey-vassilyev-91017455/,normal
Havven,6,Zoe Archer,Graphic Design,Takes part in this project only,linkedin,https://www.linkedin.com/in/zoearcher/,normal
Havven,7,Garth Travers,Project Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/garth-travers-266b5339/,normal
Havven,8,Dominic Romanowski,Blockchain Engineer,Takes part in this project only,linkedin,https://www.linkedin.com/in/dominic-romanowski-004a0a104,normal
Havven,9,Kain Warwick,Founder,Takes part in this project only,linkedin,https://www.linkedin.com/in/kainwarwick/,normal
Havven,10,Justin Moses,CTO,Takes part in this project only,linkedin,https://www.linkedin.com/in/justinjmoses/,normal
Havven,11,Jordan Momtazi,Partnerships,Takes part in this project only,linkedin,https://www.linkedin.com/in/jordanmomtazi/,normal
Havven,12,Tim Bass,Project Lead,Participates in several projects,linkedin,https://www.linkedin.com/in/tim-bass-96262198/,normal
Havven,13,Anton Jurisevic,Blockchain Engineer,Takes part in this project only,linkedin,https://www.linkedin.com/in/anton-jurisevic-8058ab149/,normal
Havven,14,Michael Spain,Blockchain Engineer,Takes part in this project only,linkedin,https://www.linkedin.com/in/mjspain/,normal
Havven,15,Charlie Karaboga,Project Manager,Takes part in this project only,linkedin,https://www.linkedin.com/in/ckaraboga/,normal
CoinLion,1,Joshua W. Dewitt,CEO • Co-Founder,Takes part in this project only,linkedin,https://www.linkedin.com/in/joshua-dewitt-36047158/,normal
CoinLion,2,Caleb J. Veldhouse,COO • Co-Founder,Takes part in this project only,linkedin,https://www.linkedin.com/in/caleb-veldhouse-50937512/,normal
CoinLion,3,Justus Luthy,CTO • Co-Founder,Takes part in this project only,linkedin,https://www.linkedin.com/in/justusboatright/,normal
CoinLion,4,Zach Neugebauer,CMO,Takes part in this project only,linkedin,https://www.linkedin.com/in/zachneugebauer/,normal
CoinLion,5,Nathan Pitz,CFO,Takes part in this project only,linkedin,https://www.linkedin.com/in/nathan-pitz,normal
CoinLion,6,Kia Adams,Creative Director,Takes part in this project only,linkedin,https://www.linkedin.com/in/kia-adams-60b5138/,normal
CoinLion,7,James Livermont,Senior Software Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/james-livermont-451b76/,normal
CoinLion,8,Erin Zimmerman,Director of Customer Service,Takes part in this project only,linkedin,https://www.linkedin.com/in/erin-zimmerman-41968727/,normal
CoinLion,9,Ian Dixon,Growth Hacker,Takes part in this project only,linkedin,https://www.linkedin.com/in/fireintheslums/,normal
CoinLion,10,Adam Mckenna,Full Stack Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/admckenna/,normal
CoinLion,11,Trey Norman,Senior Software Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/normthethird/,normal
CoinLion,12,Roger Jepsen,Full Stack Designer / Developer,Takes part in this project only,linkedin,https://www.linkedin.com/in/rogerjepsen/,normal
